block_number,address,is_erc20,is_erc721,code,artistic_score,artistic_reason
285229,0xe121c78bd4dc097bd949ba94e2a4621c32700630,FALSE,FALSE,"contract NameRegister {\n  function addr(bytes32 _name) constant returns (address o_owner) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\ncontract Registrar is NameRegister {\n  event Changed(bytes32 indexed name);\n  event PrimaryChanged(bytes32 indexed name, address indexed addr);\n  function owner(bytes32 _name) constant returns (address o_owner) {}\n  function addr(bytes32 _name) constant returns (address o_address) {}\n  function subRegistrar(bytes32 _name) constant returns (address o_subRegistrar) {}\n  function content(bytes32 _name) constant returns (bytes32 o_content) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\n\ncontract GlobalRegistrar is Registrar {\n  struct Record {\n    address owner;\n    address primary;\n    address subRegistrar;\n    bytes32 content;\n    uint value;\n    uint renewalDate;\n  }\n  function Registrar() {\n    // TODO: Populate with hall-of-fame.\n  }\n  function reserve(bytes32 _name) {\n    // Don't allow the same name to be overwritten.\n    // TODO: bidding mechanism\n    if (m_toRecord[_name].owner == 0) {\n      m_toRecord[_name].owner = msg.sender;\n      Changed(_name);\n    }\n  }\n  /*\n  TODO\n  > 12 chars: free\n  <= 12 chars: auction:\n  1. new names are auctioned\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids to be considered (validity requires associated deposit to be >10% of bid)\n  - all valid bids are burnt except highest - difference between that and second highest is returned to winner\n  2. remember when last auctioned/renewed\n  3. anyone can force renewal process:\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids & full amounts - bids only uncovered if sufficiently high.\n  - 1% of winner burnt; original owner paid rest.\n  */\n  modifier onlyrecordowner(bytes32 _name) { if (m_toRecord[_name].owner == msg.sender) _ }\n  function transfer(bytes32 _name, address _newOwner) onlyrecordowner(_name) {\n    m_toRecord[_name].owner = _newOwner;\n    Changed(_name);\n  }\n  function disown(bytes32 _name) onlyrecordowner(_name) {\n    if (m_toName[m_toRecord[_name].primary] == _name)\n    {\n      PrimaryChanged(_name, m_toRecord[_name].primary);\n      m_toName[m_toRecord[_name].primary] = """";\n    }\n    delete m_toRecord[_name];\n    Changed(_name);\n  }\n  function setAddress(bytes32 _name, address _a, bool _primary) onlyrecordowner(_name) {\n    m_toRecord[_name].primary = _a;\n    if (_primary)\n    {\n      PrimaryChanged(_name, _a);\n      m_toName[_a] = _name;\n    }\n    Changed(_name);\n  }\n  function setSubRegistrar(bytes32 _name, address _registrar) onlyrecordowner(_name) {\n    m_toRecord[_name].subRegistrar = _registrar;\n    Changed(_name);\n  }\n  function setContent(bytes32 _name, bytes32 _content) onlyrecordowner(_name) {\n    m_toRecord[_name].content = _content;\n    Changed(_name);\n  }\n  function owner(bytes32 _name) constant returns (address) { return m_toRecord[_name].owner; }\n  function addr(bytes32 _name) constant returns (address) { return m_toRecord[_name].primary; }\n//  function subRegistrar(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; } // TODO: bring in on next iteration.\n  function register(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; }  // only possible for now\n  function content(bytes32 _name) constant returns (bytes32) { return m_toRecord[_name].content; }\n  function name(address _owner) constant returns (bytes32 o_name) { return m_toName[_owner]; }\n  mapping (address => bytes32) m_toName;\n  mapping (bytes32 => Record) m_toRecord;\n}",1,
285230,0x2b794737af0f32c30696d48563866e5e3bf7008a,FALSE,FALSE,"contract NameRegister {\n  function addr(bytes32 _name) constant returns (address o_owner) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\ncontract Registrar is NameRegister {\n  event Changed(bytes32 indexed name);\n  event PrimaryChanged(bytes32 indexed name, address indexed addr);\n  function owner(bytes32 _name) constant returns (address o_owner) {}\n  function addr(bytes32 _name) constant returns (address o_address) {}\n  function subRegistrar(bytes32 _name) constant returns (address o_subRegistrar) {}\n  function content(bytes32 _name) constant returns (bytes32 o_content) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\n\ncontract GlobalRegistrar is Registrar {\n  struct Record {\n    address owner;\n    address primary;\n    address subRegistrar;\n    bytes32 content;\n    uint value;\n    uint renewalDate;\n  }\n  function Registrar() {\n    // TODO: Populate with hall-of-fame.\n  }\n  function reserve(bytes32 _name) {\n    // Don't allow the same name to be overwritten.\n    // TODO: bidding mechanism\n    if (m_toRecord[_name].owner == 0) {\n      m_toRecord[_name].owner = msg.sender;\n      Changed(_name);\n    }\n  }\n  /*\n  TODO\n  > 12 chars: free\n  <= 12 chars: auction:\n  1. new names are auctioned\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids to be considered (validity requires associated deposit to be >10% of bid)\n  - all valid bids are burnt except highest - difference between that and second highest is returned to winner\n  2. remember when last auctioned/renewed\n  3. anyone can force renewal process:\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids & full amounts - bids only uncovered if sufficiently high.\n  - 1% of winner burnt; original owner paid rest.\n  */\n  modifier onlyrecordowner(bytes32 _name) { if (m_toRecord[_name].owner == msg.sender) _ }\n  function transfer(bytes32 _name, address _newOwner) onlyrecordowner(_name) {\n    m_toRecord[_name].owner = _newOwner;\n    Changed(_name);\n  }\n  function disown(bytes32 _name) onlyrecordowner(_name) {\n    if (m_toName[m_toRecord[_name].primary] == _name)\n    {\n      PrimaryChanged(_name, m_toRecord[_name].primary);\n      m_toName[m_toRecord[_name].primary] = """";\n    }\n    delete m_toRecord[_name];\n    Changed(_name);\n  }\n  function setAddress(bytes32 _name, address _a, bool _primary) onlyrecordowner(_name) {\n    m_toRecord[_name].primary = _a;\n    if (_primary)\n    {\n      PrimaryChanged(_name, _a);\n      m_toName[_a] = _name;\n    }\n    Changed(_name);\n  }\n  function setSubRegistrar(bytes32 _name, address _registrar) onlyrecordowner(_name) {\n    m_toRecord[_name].subRegistrar = _registrar;\n    Changed(_name);\n  }\n  function setContent(bytes32 _name, bytes32 _content) onlyrecordowner(_name) {\n    m_toRecord[_name].content = _content;\n    Changed(_name);\n  }\n  function owner(bytes32 _name) constant returns (address) { return m_toRecord[_name].owner; }\n  function addr(bytes32 _name) constant returns (address) { return m_toRecord[_name].primary; }\n//  function subRegistrar(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; } // TODO: bring in on next iteration.\n  function register(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; }  // only possible for now\n  function content(bytes32 _name) constant returns (bytes32) { return m_toRecord[_name].content; }\n  function name(address _owner) constant returns (bytes32 o_name) { return m_toName[_owner]; }\n  mapping (address => bytes32) m_toName;\n  mapping (bytes32 => Record) m_toRecord;\n}",1,
285399,0xb829c107e7beedf9d97694860e99efa66fd2ed3a,FALSE,FALSE,"contract NameRegister {\n  function addr(bytes32 _name) constant returns (address o_owner) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\ncontract Registrar is NameRegister {\n  event Changed(bytes32 indexed name);\n  event PrimaryChanged(bytes32 indexed name, address indexed addr);\n  function owner(bytes32 _name) constant returns (address o_owner) {}\n  function addr(bytes32 _name) constant returns (address o_address) {}\n  function subRegistrar(bytes32 _name) constant returns (address o_subRegistrar) {}\n  function content(bytes32 _name) constant returns (bytes32 o_content) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\n\ncontract GlobalRegistrar is Registrar {\n  struct Record {\n    address owner;\n    address primary;\n    address subRegistrar;\n    bytes32 content;\n    uint value;\n    uint renewalDate;\n  }\n  function Registrar() {\n    // TODO: Populate with hall-of-fame.\n  }\n  function reserve(bytes32 _name) {\n    // Don't allow the same name to be overwritten.\n    // TODO: bidding mechanism\n    if (m_toRecord[_name].owner == 0) {\n      m_toRecord[_name].owner = msg.sender;\n      Changed(_name);\n    }\n  }\n  /*\n  TODO\n  > 12 chars: free\n  <= 12 chars: auction:\n  1. new names are auctioned\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids to be considered (validity requires associated deposit to be >10% of bid)\n  - all valid bids are burnt except highest - difference between that and second highest is returned to winner\n  2. remember when last auctioned/renewed\n  3. anyone can force renewal process:\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids & full amounts - bids only uncovered if sufficiently high.\n  - 1% of winner burnt; original owner paid rest.\n  */\n  modifier onlyrecordowner(bytes32 _name) { if (m_toRecord[_name].owner == msg.sender) _ }\n  function transfer(bytes32 _name, address _newOwner) onlyrecordowner(_name) {\n    m_toRecord[_name].owner = _newOwner;\n    Changed(_name);\n  }\n  function disown(bytes32 _name) onlyrecordowner(_name) {\n    if (m_toName[m_toRecord[_name].primary] == _name)\n    {\n      PrimaryChanged(_name, m_toRecord[_name].primary);\n      m_toName[m_toRecord[_name].primary] = """";\n    }\n    delete m_toRecord[_name];\n    Changed(_name);\n  }\n  function setAddress(bytes32 _name, address _a, bool _primary) onlyrecordowner(_name) {\n    m_toRecord[_name].primary = _a;\n    if (_primary)\n    {\n      PrimaryChanged(_name, _a);\n      m_toName[_a] = _name;\n    }\n    Changed(_name);\n  }\n  function setSubRegistrar(bytes32 _name, address _registrar) onlyrecordowner(_name) {\n    m_toRecord[_name].subRegistrar = _registrar;\n    Changed(_name);\n  }\n  function setContent(bytes32 _name, bytes32 _content) onlyrecordowner(_name) {\n    m_toRecord[_name].content = _content;\n    Changed(_name);\n  }\n  function owner(bytes32 _name) constant returns (address) { return m_toRecord[_name].owner; }\n  function addr(bytes32 _name) constant returns (address) { return m_toRecord[_name].primary; }\n//  function subRegistrar(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; } // TODO: bring in on next iteration.\n  function register(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; }  // only possible for now\n  function content(bytes32 _name) constant returns (bytes32) { return m_toRecord[_name].content; }\n  function name(address _owner) constant returns (bytes32 o_name) { return m_toName[_owner]; }\n  mapping (address => bytes32) m_toName;\n  mapping (bytes32 => Record) m_toRecord;\n}",1,
288016,0xbece18cd208c3bf0975a32b706bdd5ca593a8009,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
304577,0x7d00703c96bcd2b2af420cf165241396528b5e99,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
319018,0xa5715a1cb7572eeaeec2855d4b85a8afec84dc28,FALSE,FALSE,"contract NameRegister {\n  function addr(bytes32 _name) constant returns (address o_owner) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\ncontract Registrar is NameRegister {\n  event Changed(bytes32 indexed name);\n  event PrimaryChanged(bytes32 indexed name, address indexed addr);\n  function owner(bytes32 _name) constant returns (address o_owner) {}\n  function addr(bytes32 _name) constant returns (address o_address) {}\n  function subRegistrar(bytes32 _name) constant returns (address o_subRegistrar) {}\n  function content(bytes32 _name) constant returns (bytes32 o_content) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\n\ncontract GlobalRegistrar is Registrar {\n  struct Record {\n    address owner;\n    address primary;\n    address subRegistrar;\n    bytes32 content;\n    uint value;\n    uint renewalDate;\n  }\n  function Registrar() {\n    // TODO: Populate with hall-of-fame.\n  }\n  function reserve(bytes32 _name) {\n    // Don't allow the same name to be overwritten.\n    // TODO: bidding mechanism\n    if (m_toRecord[_name].owner == 0) {\n      m_toRecord[_name].owner = msg.sender;\n      Changed(_name);\n    }\n  }\n  /*\n  TODO\n  > 12 chars: free\n  <= 12 chars: auction:\n  1. new names are auctioned\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids to be considered (validity requires associated deposit to be >10% of bid)\n  - all valid bids are burnt except highest - difference between that and second highest is returned to winner\n  2. remember when last auctioned/renewed\n  3. anyone can force renewal process:\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids & full amounts - bids only uncovered if sufficiently high.\n  - 1% of winner burnt; original owner paid rest.\n  */\n  modifier onlyrecordowner(bytes32 _name) { if (m_toRecord[_name].owner == msg.sender) _ }\n  function transfer(bytes32 _name, address _newOwner) onlyrecordowner(_name) {\n    m_toRecord[_name].owner = _newOwner;\n    Changed(_name);\n  }\n  function disown(bytes32 _name) onlyrecordowner(_name) {\n    if (m_toName[m_toRecord[_name].primary] == _name)\n    {\n      PrimaryChanged(_name, m_toRecord[_name].primary);\n      m_toName[m_toRecord[_name].primary] = """";\n    }\n    delete m_toRecord[_name];\n    Changed(_name);\n  }\n  function setAddress(bytes32 _name, address _a, bool _primary) onlyrecordowner(_name) {\n    m_toRecord[_name].primary = _a;\n    if (_primary)\n    {\n      PrimaryChanged(_name, _a);\n      m_toName[_a] = _name;\n    }\n    Changed(_name);\n  }\n  function setSubRegistrar(bytes32 _name, address _registrar) onlyrecordowner(_name) {\n    m_toRecord[_name].subRegistrar = _registrar;\n    Changed(_name);\n  }\n  function setContent(bytes32 _name, bytes32 _content) onlyrecordowner(_name) {\n    m_toRecord[_name].content = _content;\n    Changed(_name);\n  }\n  function owner(bytes32 _name) constant returns (address) { return m_toRecord[_name].owner; }\n  function addr(bytes32 _name) constant returns (address) { return m_toRecord[_name].primary; }\n//  function subRegistrar(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; } // TODO: bring in on next iteration.\n  function register(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; }  // only possible for now\n  function content(bytes32 _name) constant returns (bytes32) { return m_toRecord[_name].content; }\n  function name(address _owner) constant returns (bytes32 o_name) { return m_toName[_owner]; }\n  mapping (address => bytes32) m_toName;\n  mapping (bytes32 => Record) m_toRecord;\n}",1,
330952,0x53bccda5dcacc0b10b7c4145b0aa6581330b8635,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
338732,0x7b4dd5d67e4f5a05f363f67bee16ff5ccb0c87e8,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338734,0xba4ce2985d9c5d134d92874ab10210f14e14027f,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338734,0x099d1487f29c5497072aa78bad64a29b0bbcb8ef,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338735,0x3bb4cc206544c8288e3558652449b9252377eeb4,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338735,0x4c70da5d37318ca73f5a1f14f0a100e3d5170399,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338735,0x74070e6d27458c08c0c9b8803ce004be4bd4ca37,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338735,0x70efcfd418b2394f170771a41e9b06fe851bfa68,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338738,0xfabfe21b0b9f0c026e1c9f32e0f287225efdd19c,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338740,0xd925cfa709943a8183741d377e8dfa43167da126,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338740,0xdc0507c9572e9af7c5c1999cb560b9f6538b5914,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338742,0x311473dedce4ff9c66deddaee7138634e91b8dfc,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338742,0x32d2840d4704ece11fb9d7b50d70f3959b0b6a9c,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338746,0xb5fa33de3fee27bea17a9c2c16c5aa31da13a7c0,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338746,0x716c107cc772ed63c63ccb41849d0c5d54942ff8,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338751,0xf0aaf59641731b70540494b6c98ae9d3202d28c0,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338751,0x75e2e581c97615732194809619450ddf3cef0869,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338752,0x6f53978df704708112c384ff33b3851a46c7aacf,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338752,0x2739da74741bac3b84114e1b7fca2208cf17ddea,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338752,0xcd04c185c50cd1f6af86be567bb14343cfa06a77,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338752,0xbc7c5b8830e5f911cfee334563444b6da09cfcd2,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338754,0x8479d953521d6a904e667bceb3c29966148a5db0,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
338896,0x51a9fbf5f30c614ef2812892cc0f284488480bb4,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
339145,0x50a48d9e03ddf5dc542a1f04db5611e838ade155,FALSE,FALSE,contract SimpleStorage {\n    uint storedData;\n    function set(uint x) {\n        storedData = x;\n    }\n    function get() constant returns (uint retVal) {\n        return storedData;\n    }\n},1,
343225,0x0a351d0fa69c64628cf803c26e3822a47f290e9f,FALSE,FALSE,"contract DateTime {\n        /*\n         *  Date and Time utilities for ethereum contracts\n         *\n         *  address: 0x1a6184cd4c5bea62b0116de7962ee7315b7bcbce\n         */\n        struct DateTime {\n                uint16 year;\n                uint8 month;\n                uint8 day;\n                uint8 hour;\n                uint8 minute;\n                uint8 second;\n                uint8 weekday;\n        }\n\n        uint constant DAY_IN_SECONDS = 86400;\n        uint constant YEAR_IN_SECONDS = 31536000;\n        uint constant LEAP_YEAR_IN_SECONDS = 31622400;\n\n        uint constant HOUR_IN_SECONDS = 3600;\n        uint constant MINUTE_IN_SECONDS = 60;\n\n        uint16 constant ORIGIN_YEAR = 1970;\n\n        function isLeapYear(uint16 year) constant returns (bool) {\n                if (year % 4 != 0) {\n                        return false;\n                }\n                if (year % 100 != 0) {\n                        return true;\n                }\n                if (year % 400 != 0) {\n                        return false;\n                }\n                return true;\n        }\n\n        function parseTimestamp(uint timestamp) internal returns (DateTime dt) {\n                uint secondsAccountedFor = 0;\n                uint buf;\n                uint8 i;\n\n                dt.year = ORIGIN_YEAR;\n\n                // Year\n                while (true) {\n                        if (isLeapYear(dt.year)) {\n                                buf = LEAP_YEAR_IN_SECONDS;\n                        }\n                        else {\n                                buf = YEAR_IN_SECONDS;\n                        }\n\n                        if (secondsAccountedFor + buf > timestamp) {\n                                break;\n                        }\n                        dt.year += 1;\n                        secondsAccountedFor += buf;\n                }\n\n                // Month\n                uint8[12] monthDayCounts;\n                monthDayCounts[0] = 31;\n                if (isLeapYear(dt.year)) {\n                        monthDayCounts[1] = 29;\n                }\n                else {\n                        monthDayCounts[1] = 28;\n                }\n                monthDayCounts[2] = 31;\n                monthDayCounts[3] = 30;\n                monthDayCounts[4] = 31;\n                monthDayCounts[5] = 30;\n                monthDayCounts[6] = 31;\n                monthDayCounts[7] = 31;\n                monthDayCounts[8] = 30;\n                monthDayCounts[9] = 31;\n                monthDayCounts[10] = 30;\n                monthDayCounts[11] = 31;\n\n                uint secondsInMonth;\n                for (i = 0; i < monthDayCounts.length; i++) {\n                        secondsInMonth = DAY_IN_SECONDS * monthDayCounts[i];\n                        if (secondsInMonth + secondsAccountedFor > timestamp) {\n                                dt.month = i + 1;\n                                break;\n                        }\n                        secondsAccountedFor += secondsInMonth;\n                }\n\n                // Day\n                for (i = 0; i < monthDayCounts[dt.month - 1]; i++) {\n                        if (DAY_IN_SECONDS + secondsAccountedFor > timestamp) {\n                                dt.day = i + 1;\n                                break;\n                        }\n                        secondsAccountedFor += DAY_IN_SECONDS;\n                }\n\n                // Hour\n                for (i = 0; i < 24; i++) {\n                        if (HOUR_IN_SECONDS + secondsAccountedFor > timestamp) {\n                                dt.hour = i;\n                                break;\n                        }\n                        secondsAccountedFor += HOUR_IN_SECONDS;\n                }\n\n                // Minute\n                for (i = 0; i < 60; i++) {\n                        if (MINUTE_IN_SECONDS + secondsAccountedFor > timestamp) {\n                                dt.minute = i;\n                                break;\n                        }\n                        secondsAccountedFor += MINUTE_IN_SECONDS;\n                }\n\n                if (timestamp - secondsAccountedFor > 60) {\n                        __throw();\n                }\n\n                // Second\n                dt.second = uint8(timestamp - secondsAccountedFor);\n\n                // Day of week.\n                buf = timestamp / DAY_IN_SECONDS;\n                dt.weekday = uint8((buf + 3) % 7);\n        }\n\n        function getYear(uint timestamp) constant returns (uint16) {\n                return parseTimestamp(timestamp).year;\n        }\n\n        function getMonth(uint timestamp) constant returns (uint16) {\n                return parseTimestamp(timestamp).month;\n        }\n\n        function getDay(uint timestamp) constant returns (uint16) {\n                return parseTimestamp(timestamp).day;\n        }\n\n        function getHour(uint timestamp) constant returns (uint16) {\n                return parseTimestamp(timestamp).hour;\n        }\n\n        function getMinute(uint timestamp) constant returns (uint16) {\n                return parseTimestamp(timestamp).minute;\n        }\n\n        function getSecond(uint timestamp) constant returns (uint16) {\n                return parseTimestamp(timestamp).second;\n        }\n\n        function getWeekday(uint timestamp) constant returns (uint8) {\n                return parseTimestamp(timestamp).weekday;\n        }\n\n        function toTimestamp(uint16 year, uint8 month, uint8 day) constant returns (uint timestamp) {\n                return toTimestamp(year, month, day, 0, 0, 0);\n        }\n\n        function toTimestamp(uint16 year, uint8 month, uint8 day, uint8 hour) constant returns (uint timestamp) {\n                return toTimestamp(year, month, day, hour, 0, 0);\n        }\n\n        function toTimestamp(uint16 year, uint8 month, uint8 day, uint8 hour, uint8 minute) constant returns (uint timestamp) {\n                return toTimestamp(year, month, day, hour, minute, 0);\n        }\n\n        function toTimestamp(uint16 year, uint8 month, uint8 day, uint8 hour, uint8 minute, uint8 second) constant returns (uint timestamp) {\n                uint16 i;\n\n                // Year\n                for (i = ORIGIN_YEAR; i < year; i++) {\n                        if (isLeapYear(i)) {\n                                timestamp += LEAP_YEAR_IN_SECONDS;\n                        }\n                        else {\n                                timestamp += YEAR_IN_SECONDS;\n                        }\n                }\n\n                // Month\n                uint8[12] monthDayCounts;\n                monthDayCounts[0] = 31;\n                if (isLeapYear(year)) {\n                        monthDayCounts[1] = 29;\n                }\n                else {\n                        monthDayCounts[1] = 28;\n                }\n                monthDayCounts[2] = 31;\n                monthDayCounts[3] = 30;\n                monthDayCounts[4] = 31;\n                monthDayCounts[5] = 30;\n                monthDayCounts[6] = 31;\n                monthDayCounts[7] = 31;\n                monthDayCounts[8] = 30;\n                monthDayCounts[9] = 31;\n                monthDayCounts[10] = 30;\n                monthDayCounts[11] = 31;\n\n                for (i = 1; i < month; i++) {\n                        timestamp += DAY_IN_SECONDS * monthDayCounts[i - 1];\n                }\n\n                // Day\n                timestamp += DAY_IN_SECONDS * (day - 1);\n\n                // Hour\n                timestamp += HOUR_IN_SECONDS * (hour);\n\n                // Minute\n                timestamp += MINUTE_IN_SECONDS * (minute);\n\n                // Second\n                timestamp += second;\n\n                return timestamp;\n        }\n\n        function __throw() {\n                uint[] arst;\n                arst[1];\n        }\n}",1,
